Created By,Reported On,Created On,Travel Time,Incident Id,Customer,Location,Contract,Priority,SLA,Servicing Team,Category,Service Type,Subject,Technician,Item Id,Incident Summary,Resolution Summary,Task Summary,Model No,Serial No,ATM ID,Part Number,Service Report No,Task ID,Task Description,Task Type,Task Status,Hours to be Billed,Status,Contact Person,Zone-wise,ATM Installation Date,ATM Age,No. of Years,Intervention Type,Intervention Time,Geo,Day of the Week,Group by Week,WEEKNUM,MONTH,YEAR,Time Taken,Start DateTime,End DateTime,Month
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113377,Bank 11,Stanley,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,1758.0,SERVICING - MCB - 3129 - STANLEY - 6626 - 83-46463149 - BU,Preventive maintenance,"PM done complete. Serviced card reader and receipt printer. Serviced cash handler - cleaned belts & sensors, lubricate and checked all gears. Changed 3 single gears on upper pick, 1 gear on presenter, 4 bushings/bearings + 1 pinch roller on position 2 and 4 vacuum suction cups on position 1 and 3. Several test cash done ok. ATM put in service and tested. ATM tested ok.",6626,83-46463149,3129,6626,ATM - MCB SLA,13448.0,"PM done complete. Serviced card reader and receipt printer. Serviced cash handler - cleaned belts & sensors, lubricate and checked all gears. Changed 3 single gears on upper pick, 1 gear on presenter, 4 bushings/bearings + 1 pinch roller on position 2 and 4 vacuum suction cups on position 1 and 3. Several test cash done ok. ATM put in service and tested. ATM tested ok.",Work Request,Closed,120.0,Closed,Contact MRU,Undefined,2017-02-08 00:00:00,6.706849315068493,7 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Jan,2023,02:00:00,2023-01-17 12:20:00,2023-01-17 14:20:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113380,Bank 11,Plaine Magnien,2022-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 3,1534.0,11:11 - MCB 3428. PLAINE MAGNIEN - CARD READER FATAL - CT CORALIE 4072424 - SERIAL NUMBER MISMATCH,CARD READER,REPAIRS DONE ON CARD READER. REPLACE SMART CARD MODULE AND SHUTTER DRIVE MECHANISM. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK,6684 GBRU,94-57696946,3128,6684 GBRU,ATM-MCB SLA,13306.0,REPAIRS DONE ON CARD READER. REPLACE SMART CARD MODULE AND SHUTTER DRIVE MECHANISM. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK,Work Request,Closed,95.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2015-11-08 00:00:00,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,01:35:00,2023-01-17 14:45:00,2023-01-17 16:20:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113382,Bank 11,Phoenix,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 3,1749.0,SERVICING - MCB - 3222 - PHOENIX - 6626 - 83-46467681 - BU,Cash handler checked. All gears and belts in good condition . Bushings position 1 changed. All device tested ok including receipt printer and card reader . ATM cleaned with blower. ATM in service working fine.,Cash handler checked. All gears and belts in good condition . Bushings position 1 changed. All device tested ok including receipt printer and card reader . ATM cleaned with blower. ATM in service working fine.,6626,83-46467681,3222,6626,ATM - MCB SLA,13382.0,Cash handler checked. All gears and belts in good condition . Bushings position 1 changed. All device tested ok including receipt printer and card reader . ATM cleaned with blower. ATM in service working fine.,Work Request,Closed,65.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2019-06-16 00:00:00,4.3561643835616435,4 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Jan,2023,01:05:00,2023-01-17 10:45:00,2023-01-17 11:50:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113383,Bank 11,Curepipe,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 3,1767.0,SERVICING - MCB - 4502 - CUREPIPE - 6626 - 83-44583385 - BU,"Cash handler checked. Air filter cleaned. Pick arm 2 and 4 changed. Drive segment 2,3 and 4 changed. Gear pulley 2 changed. T36 gear changed on presenter. All device tested ok including receipt printer and card reader. ATM cleaned with blower. ATM in service working fine.","Cash handler checked. Air filter cleaned. Pick arm 2 and 4 changed. Drive segment 2,3 and 4 changed. Gear pulley 2 changed. T36 gear changed on presenter. All device tested ok including receipt printer and card reader. ATM cleaned with blower. ATM in service working fine.",6626,83-44583385,4502,6626,ATM - MCB SLA,13383.0,"Cash handler checked. Air filter cleaned. Pick arm 2 and 4 changed. Drive segment 2,3 and 4 changed. Gear pulley 2 changed. T36 gear changed on presenter. All device tested ok including receipt printer and card reader. ATM cleaned with blower. ATM in service working fine.",Work Request,Closed,90.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,4.3561643835616435,4 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Jan,2023,01:30:00,2023-01-17 13:30:00,2023-01-17 15:00:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,01:0,113384,Bank 11,Goodlands,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Dispencer,Technician 1,1533.0,"16/01 16:40 - MCB - 3409 - NOTE STUCK AT Y SECTION ""9"" - CT VEDANAND 4072847","S/N 94-57696943 CHECK GBRU. REMOVE FROM SEPERATOR 3*Rs1,000.- 2*Rs500.- AND FROM PRE-BILL VALLIDATOR TRANSPORT 1* Rs1,000.- 2*Rs500.- 1*Rs100.- MULTIPLE TESTS DONE OK.","Cash handler checked. Air filter cleaned. Pick arm 2 and 4 changed. Drive segment 2,3 and 4 changed. Gear pulley 2 changed. T36 gear changed on presenter. All device tested ok including receipt printer and card reader. ATM cleaned with blower. ATM in service working fine.",6684 GBRU,94-57696943,3409,6684 GBRU,ATM - MCB SLA,13313.0,"Cash handler checked. Air filter cleaned. Pick arm 2 and 4 changed. Drive segment 2,3 and 4 changed. Gear pulley 2 changed. T36 gear changed on presenter. All device tested ok including receipt printer and card reader. ATM cleaned with blower. ATM in service working fine.",Work Request,Closed,85.0,Closed,Contact MRU,Zone 4 (North&East),To be determined,4.3561643835616435,4 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,01:25:00,2023-01-17 09:05:00,2023-01-17 10:30:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113385,Bank 11,Goodlands,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 1,1533.0,SERVICING - MCB - 3409 - GOODLANDS - 6684GBRU - 94-57696943 - BU,S/N 94-57696943 SERVICING OF ATM. CHECK ALL DEVICES -OK.,"Cash handler checked. Air filter cleaned. Pick arm 2 and 4 changed. Drive segment 2,3 and 4 changed. Gear pulley 2 changed. T36 gear changed on presenter. All device tested ok including receipt printer and card reader. ATM cleaned with blower. ATM in service working fine.",6684 GBRU,94-57696943,3409,6684 GBRU,ATM - MCB SLA,13315.0,"Cash handler checked. Air filter cleaned. Pick arm 2 and 4 changed. Drive segment 2,3 and 4 changed. Gear pulley 2 changed. T36 gear changed on presenter. All device tested ok including receipt printer and card reader. ATM cleaned with blower. ATM in service working fine.",Work Request,Closed,130.0,Closed,Contact MRU,Zone 4 (North&East),To be determined,4.3561643835616435,4 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Jan,2023,02:10:00,2023-01-17 10:30:00,2023-01-17 12:40:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113387,Bank 9,Surinam,2021-11-ATM-2,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 3,3089.0,SERVICING - SBM - SIN02002 - SURINAM - SS 6684 - 71-60447302 - BU,Servicing All gear check and change accordingly All gear are grease All sensor are clean All device are tested Card reader - sensor clear - run to run test Recipe printer- issue - media jam - self test done - paper remove - Recipe printer works GOP calibrate Cash handler - clean and grease - sensor clean reset - self test pass GBRU - self test - pass all test - all device clean and tested SCPM - pass all test -clean and grease Symantec endpoint protection version 14.3.11.69.0100 KB2565063 - Security update,Servicing All gear check and change accordingly All gear are grease All sensor are clean All device are tested Card reader - sensor clear - run to run test Recipe printer- issue - media jam - self test done - paper remove - Recipe printer works GOP calibrate Cash handler - clean and grease - sensor clean reset - self test pass GBRU - self test - pass all test - all device clean and tested SCPM - pass all test -clean and grease Symantec endpoint protection version 14.3.11.69.0100 KB2565063 - Sec,6684,71-60447302,SIN02002,6684,slal type data,13696.0,Servicing All gear check and change accordingly All gear are grease All sensor are clean All device are tested Card reader - sensor clear - run to run test Recipe printer- issue - media jam - self test done - paper remove - Recipe printer works GOP calibrate Cash handler - clean and grease - sensor clean reset - self test pass GBRU - self test - pass all test - all device clean and tested SCPM - pass all test -clean and grease Symantec endpoint protection version 14.3.11.69.0100 KB2565063 - Sec,Work Request,Closed,180.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2017-06-09 00:00:00,6.375342465753425,6 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Jan,2023,03:00:00,2023-01-17 10:00:00,2023-01-17 13:00:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113388,Bank 9,Surinam,2021-11-ATM-2,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Receipt printer,Technician 3,3089.0,SBM - SIN02002 - SURINAM - SS 6684 - 71-60447302 - BU - RECEIPT PRINTER ISSUE,Recipe printer- issue - media jam - self test done - paper remove - Recipe printer works,Recipe printer- issue - media jam - self test done - paper remove - Recipe printer works,6684,71-60447302,SIN02002,6684,slal type data,13695.0,Recipe printer- issue - media jam - self test done - paper remove - Recipe printer works,Work Request,Closed,180.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2015-11-05 00:00:00,7.96986301369863,8 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,03:00:00,2023-01-17 10:00:00,2023-01-17 13:00:00,Jan
Rakesh,2023-01-17 00:00:00,2023-01-17,0:0:0,113389,Bank 9,Location missing,2021-11-ATM-2,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Receipt printer,Technician 3,3089.0,SBM - SURINAM - SS 6627 - 94-60555933 - BU - RECEIPT PRINTER ISSUE - ATM SERIAL NUMBER NOT ON SSD,Recipe printer fatal Bunch feed disassemble Sensor are remove and clean Printer head clean Cut mechanism verify - check - test,Recipe printer fatal Bunch feed disassemble Sensor are remove and clean Printer head clean Cut mechanism verify - check - test,Model No. missing,serial number missing,ATM ID Missing,Model No. missing,slal type data,13694.0,Recipe printer fatal Bunch feed disassemble Sensor are remove and clean Printer head clean Cut mechanism verify - check - test,Work Request,Closed,180.0,Closed,Contact MRU,Undefined,2015-11-13 00:00:00,7.947945205479452,8 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Jan,2023,03:00:00,2023-01-17 10:00:00,2023-01-17 13:00:00,Jan
Alvin,2023-01-16 00:00:00,2023-01-17,0:0:0,113392,Bank Sey,Location missing,2021-01-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Software Installation patch,Technician Sey,2142.0,Log Enablement For GBRU (Providence Ss6634),Log Enablement for GBRU,Copied XFSlog Folder and XFS registry files on C drive. Backup Silent.ini file and amend same changing the Maxsize from 10000 to 50000. Run the XFS registry file and assigned permission to XFSlog folder. Tested Ok. In Service.,6634,13-55704037,ATM ID Missing,6634,ATM - SLA MCB SEYCHELLES,13317.0,Copied XFSlog Folder and XFS registry files on C drive. Backup Silent.ini file and amend same changing the Maxsize from 10000 to 50000. Run the XFS registry file and assigned permission to XFSlog folder. Tested Ok. In Service.,Work Request,Closed,65.0,Closed,Contact Sey,Seychelles,2019-11-14 00:00:00,3.9424657534246577,4 Years old,ATM Interventions,Before 5PM,Seychelles,Mon,,,Jan,2023,01:05:00,2023-01-16 15:20:00,2023-01-16 16:25:00,Jan
Alvin,2023-01-17 00:00:00,2023-01-17,0:0:0,113393,Bank Sey,Location missing,2022-01-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician Sey,4118.0,Preventive Maintenance (Ss6625 S/N: 13-45174725 Kingsgate House),Preventive Maintenance,"Cleaned Sensors, Belts, Rollers, IMCRW, Receipt and Journal Printer. Lubricate Presenter and Pick Modules. Replaced Air Filter. Run on Devices, Test Passed. Tested Ok. In Service.",6625,13-45174725,ATM ID Missing,6625,ATM - SLA MCB SEYCHELLES,13318.0,"Cleaned Sensors, Belts, Rollers, IMCRW, Receipt and Journal Printer. Lubricate Presenter and Pick Modules. Replaced Air Filter. Run on Devices, Test Passed. Tested Ok. In Service.",Work Request,Closed,165.0,Closed,Contact Sey,Seychelles,2019-11-14 00:00:00,3.9424657534246577,4 Years old,ATM Servicing,Before 5PM,Seychelles,Tue,,,Jan,2023,02:45:00,2023-01-17 08:40:00,2023-01-17 11:25:00,Jan
Alvin,2023-01-17 00:00:00,2023-01-17,0:0:0,113394,Bank Sey,Location missing,2021-10-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician Sey,4118.0,Preventive Maintenance (Ss6684 Kingsgate House),Preventive Maintenance,"Cleaned Sensors, Belts, Rollers, IMCRW, Bill validator, SNT, Carriage, Escrow, Seperator Receipt and Journal Printer. Lubricate Presenter Core and Pick Modules. Run on Devices, Test Passed. Tested Ok. In Service.",Model No. missing,serial number missing,ATM ID Missing,Model No. missing,ATM - SLA MCB SEYCHELLES,13319.0,"Cleaned Sensors, Belts, Rollers, IMCRW, Bill validator, SNT, Carriage, Escrow, Seperator Receipt and Journal Printer. Lubricate Presenter Core and Pick Modules. Run on Devices, Test Passed. Tested Ok. In Service.",Work Request,Closed,100.0,Closed,Contact Sey,Seychelles,2018-05-19 00:00:00,5.432876712328767,5 Years old,ATM Servicing,Before 5PM,Seychelles,Tue,,,Jan,2023,01:40:00,2023-01-17 11:30:00,2023-01-17 13:10:00,Jan
Alvin,2023-01-17 00:00:00,2023-01-17,0:0:0,113395,Bank Sey,Location missing,2021-01-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Retrieve Log,Technician Sey,2147.0,Retrieve Log for GBRU( issue Dated 26/12/22 Caravelle 3),Retrieve Log,"Retrieved Logs (Silent debug, Device and XFS) In Service",6634,13-55704096,ATM ID Missing,6634,ATM - SLA MCB SEYCHELLES,13320.0,"Retrieved Logs (Silent debug, Device and XFS) In Service",Work Request,Closed,45.0,Closed,Contact Sey,Seychelles,2015-12-16 00:00:00,7.857534246575343,8 Years old,ATM Interventions,Before 5PM,Seychelles,Tue,,,Jan,2023,00:45:00,2023-01-17 13:30:00,2023-01-17 14:15:00,Jan
Rakesh,2023-01-18 00:00:00,2023-01-18,0:0:0,113396,Bank 11,Vacoas,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician 3,1649.0,ATM 3108 –Vacoas- Recurrent GBRU Faulty Contact Gilbert 2149,"GBRU recurrent Jam. Upon troubleshooting it was found that Pre-BV belt is damaged and causing jam. Pre-BV has been replaced with new. GBRU tested , all tests pass. ATM in service working fine. All solenoids tested ok on GBRU.","GBRU recurrent Jam. Upon troubleshooting it was found that Pre-BV belt is damaged and causing jam. Pre-BV has been replaced with new. GBRU tested , all tests pass. ATM in service working fine. All solenoids tested ok on GBRU.",6634,83-51982104,3108,6634,ATM - MCB SLA,13385.0,"GBRU recurrent Jam. Upon troubleshooting it was found that Pre-BV belt is damaged and causing jam. Pre-BV has been replaced with new. GBRU tested , all tests pass. ATM in service working fine. All solenoids tested ok on GBRU.",Work Request,Closed,180.0,Closed,Contact MRU,Undefined,2015-04-11 00:00:00,8.53972602739726,8 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,03:00:00,2023-01-18 10:00:00,2023-01-18 13:00:00,Jan
Rakesh,2023-01-18 00:00:00,2023-01-18,0:0:0,113397,Bank 11,Beau Plan,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician 2,1519.0,ATM 3247 Beau Plan – Recurrent GBRU Faulty Contact David 4072993,13-59351803,GBRU faulty Notes keep jamming in lower module Notice belts misplaced Adjust belts Run loop test and found ok,6684,13-59351802,3147,6684,ATM - MCB SLA,13411.0,GBRU faulty Notes keep jamming in lower module Notice belts misplaced Adjust belts Run loop test and found ok,Work Request,Closed,30.0,Closed,Contact MRU,Undefined,2015-02-22 00:00:00,8.67123287671233,8 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,00:30:00,2023-01-18 09:15:00,2023-01-18 09:45:00,Jan
Rakesh,2023-01-18 00:00:00,2023-01-18,0:0:0,113398,Bank 11,Beau Plan,2021-07-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician 2,1521.0,ATM 3147 Beau Plan – Recurrent GBRU Faulty Contact David 4072993,13-59351802,"GBRU faulty Recurrent communication error Change USB cable Run test nd found ok If problem persist, will need to change main pcb itself",6627,13-60087671,3347,6627,ATM - MCB SLA,13410.0,"GBRU faulty Recurrent communication error Change USB cable Run test nd found ok If problem persist, will need to change main pcb itself",Work Request,Closed,165.0,Closed,Contact MRU,Zone 4 (North&East),2019-11-17 00:00:00,3.9342465753424656,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,02:45:00,2023-01-18 09:45:00,2023-01-18 12:30:00,Jan
Rakesh,2023-01-18 00:00:00,2023-01-18,0:0:0,113401,Bank 10,Curepipe,2021-06-ATM-1,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 3,2073.0,SERVICING - HSBC - A819 - CUREPIPE - 6632 - - BU,SERVICING,UNABLE TO PERFORM SERVICING ON ATM AS IT IS TOO NEAR TO WALL. AND SAFE DOOR IF NOT ACCESSIBLE. INFORM JEAN MARC AND AGREED TO POSITION ATM AS REQUIRED AN TO INFORM WHEN READY FOR INTERVENTION.,6632,83-44584588,A819,6632,"AT Comprehensive,weekdays from08:00 to 16:30",13440.0,UNABLE TO PERFORM SERVICING ON ATM AS IT IS TOO NEAR TO WALL. AND SAFE DOOR IF NOT ACCESSIBLE. INFORM JEAN MARC AND AGREED TO POSITION ATM AS REQUIRED AN TO INFORM WHEN READY FOR INTERVENTION.,Work Request,Closed,45.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2019-06-24 00:00:00,4.3342465753424655,4 Years old,ATM Servicing,Before 5PM,Mauritius,Mon,,,Jan,2023,00:45:00,2023-01-16 10:25:00,2023-01-16 11:10:00,Jan
Rakesh,2023-01-18 00:00:00,2023-01-18,0:0:0,113408,Bank 7,Mahebourg,2022-01-ATM-2,Priority missing,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Hard Disk,Technician 3,3148.0,MAHEBOURG - 6634 - HARD DISK ISSUE - CNT - MRS ZAREEN - 57735165,NO BOOT,REPLACE HARD DISK DRIVE. RUN WHITE LIST MANAGEMENT UEFI MODE AND ASSIGN BOOT DEVICE. ALLOWED WINDOWS TO BUILT UP. UPON REQUEST TO LEAVE SITE TO ATTEND OTHER CALL AND TO BE COMPLETED BY ASHLEY.,6634,83-41104451,ATM ID Missing,6634,AT Comprehensive weekdays from 8:00 to 20:00 Sat 8:00-20:00 Sun & PH 8:00-13:00,13438.0,REPLACE HARD DISK DRIVE. RUN WHITE LIST MANAGEMENT UEFI MODE AND ASSIGN BOOT DEVICE. ALLOWED WINDOWS TO BUILT UP. UPON REQUEST TO LEAVE SITE TO ATTEND OTHER CALL AND TO BE COMPLETED BY ASHLEY.,Work Request,Closed,65.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,4.3342465753424655,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,01:05:00,2023-01-18 11:30:00,2023-01-18 12:35:00,Jan
Rakesh,2023-01-18 00:00:00,2023-01-18,0:0:0,113409,Bank 11,Rose-Hill,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,SCPM,Technician 2,1827.0,MCB R HILL M 3303 SCPM ISSUE CHEQUE BLOCK IN CONTACT INGRID 4072322 DATE 18/1/23,SCPM faulty,Removed jammed cheque in infeed unit - cheque jammed was folded before entry/input. Fault cleared ok.,6634 GBRU,83-43548865,3303,6634 GBRU,ATM - MCB SLA,13449.0,Removed jammed cheque in infeed unit - cheque jammed was folded before entry/input. Fault cleared ok.,Work Request,Closed,10.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,4.3342465753424655,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,00:10:00,2023-01-18 14:45:00,2023-01-18 14:55:00,Jan
Rakesh,2023-01-18 00:00:00,2023-01-18,0:0:0,113411,Bank 11,Rose-Hill,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 2,1769.0,MCB R HILL M 3403 CARD READER ISSUE CONTACT INGRID 4072322 DATE 18/1/23,Card reader faulty,"ATM going out of service. IMCRW error. Serviced card reader - still faulty, changed card reader complete + magnetic head. Card reader authenticated ok. Card reader tested several times ok. ATM put in service and tested through transactions. ATM tested ok.",6626,83-44583386,3403,6626,ATM - MCB SLA,13451.0,"ATM going out of service. IMCRW error. Serviced card reader - still faulty, changed card reader complete + magnetic head. Card reader authenticated ok. Card reader tested several times ok. ATM put in service and tested through transactions. ATM tested ok.",Work Request,Closed,40.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),2013-05-28 00:00:00,10.41095890410959,10 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Jan,2023,00:40:00,2023-01-18 15:45:00,2023-01-18 16:25:00,Jan
